AgeBP, YearCE, Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec
 -125000,  -123050,  -50.20,  -40.01,  -20.67,   -3.96,    4.32,    8.15,   12.97,   19.41,   20.82,    9.08,  -15.63,  -40.71
 -124000,  -122050,  -47.14,  -41.26,  -24.01,   -6.85,    2.82,    7.37,   12.22,   19.27,   23.12,   15.16,   -7.08,  -33.31
 -123000,  -121050,  -43.01,  -42.37,  -28.43,  -11.66,   -0.40,    6.01,   12.34,   21.06,   27.55,   23.03,    3.06,  -24.38
 -122000,  -120050,  -34.84,  -38.49,  -28.22,  -13.04,   -1.79,    4.61,   10.30,   18.54,   26.49,   26.11,   11.03,  -14.15
 -121000,  -119050,  -26.84,  -34.90,  -28.80,  -15.68,   -4.28,    3.02,    9.34,   18.07,   27.43,   30.26,   19.15,   -4.11
 -120000,  -118050,  -15.80,  -26.51,  -24.45,  -14.47,   -4.60,    1.75,    6.64,   13.62,   22.66,   28.45,   23.22,    5.42
 -119000,  -117050,   -6.76,  -19.66,  -21.34,  -14.35,   -5.61,    0.66,    5.34,   11.57,   20.25,   27.69,   26.51,   13.03
 -118000,  -116050,    3.62,   -8.89,  -13.51,  -10.24,   -4.18,    0.26,    2.89,    6.34,   12.77,   20.82,   24.47,   18.17
 -117000,  -115050,   10.17,   -1.45,   -8.05,   -7.62,   -3.39,    0.26,    2.13,    3.96,    8.36,   15.72,   21.75,   20.34
 -116000,  -114050,   16.27,    8.51,    1.41,   -1.18,   -0.07,    1.21,    0.78,   -0.59,    0.16,    5.49,   13.62,   18.76
 -115000,  -113050,   17.42,   13.39,    6.91,    2.81,    2.24,    2.54,    1.25,   -1.92,   -4.19,   -1.78,    5.94,   14.41
 -114000,  -112050,   16.98,   19.33,   15.36,   10.09,    6.89,    4.83,    1.46,   -4.58,  -10.87,  -12.44,   -5.90,    6.35
 -113000,  -111050,   11.86,   19.26,   18.40,   13.69,    9.81,    7.19,    3.40,   -3.89,  -13.16,  -18.94,  -15.61,   -3.06
 -112000,  -110050,    5.18,   19.38,   23.34,   19.84,   14.64,   10.25,    5.02,   -4.13,  -16.68,  -27.04,  -27.48,  -14.86
 -111000,  -109050,   -4.66,   13.85,   22.20,   21.26,   16.89,   12.84,    8.06,   -1.18,  -15.64,  -30.19,  -35.63,  -25.96
 -110000,  -108050,  -14.82,    8.65,   22.42,   24.59,   20.51,   15.68,   10.36,    0.67,  -15.41,  -33.68,  -43.98,  -37.45
 -109000,  -107050,  -26.03,   -0.72,   16.97,   22.77,   20.89,   17.50,   13.63,    5.29,  -10.90,  -32.05,  -47.64,  -46.40
 -108000,  -106050,  -35.78,   -8.73,   13.08,   22.60,   22.27,   19.06,   15.52,    8.13,   -7.56,  -30.37,  -50.22,  -53.83
 -107000,  -105050,  -44.74,  -18.96,    4.83,   17.70,   20.25,   19.25,   17.95,   13.20,   -0.60,  -24.07,  -47.99,  -57.71
 -106000,  -104050,  -50.63,  -26.42,   -1.05,   14.69,   19.17,   18.91,   18.38,   15.51,    4.19,  -18.25,  -44.36,  -58.89
 -105000,  -103050,  -54.71,  -34.48,   -9.71,    7.97,   15.09,   17.23,   19.20,   19.61,   11.78,   -8.82,  -36.64,  -56.47
 -104000,  -102050,  -54.74,  -38.55,  -15.00,    3.71,   12.20,   15.05,   17.67,   20.04,   15.84,   -1.18,  -28.21,  -51.13
 -103000,  -101050,  -52.98,  -42.41,  -21.81,   -3.10,    7.07,   11.92,   16.69,   22.13,   22.04,    8.89,  -17.02,  -43.08
 -102000,  -100050,  -47.00,  -41.55,  -24.41,   -6.80,    3.58,    8.59,   13.41,   20.04,   23.46,   15.44,   -6.61,  -32.81
 -101000,   -99050,  -40.16,  -40.57,  -27.92,  -12.16,   -1.39,    4.85,   11.08,   19.85,   26.84,   23.46,    4.99,  -21.42
 -100000,   -98050,  -29.69,  -34.77,  -26.78,  -13.91,   -4.27,    1.33,    6.83,   15.52,   24.72,   26.44,   13.93,   -9.26
  -99000,   -97050,  -19.97,  -29.74,  -26.67,  -16.93,   -8.10,   -2.10,    3.98,   13.54,   24.84,   30.54,   22.78,    2.21
  -98000,   -96050,   -7.80,  -20.34,  -21.83,  -16.06,   -9.53,   -4.91,   -0.27,    7.94,   19.52,   28.74,   27.30,   12.63
  -97000,   -95050,    1.77,  -13.17,  -18.78,  -16.56,  -11.67,   -7.34,   -2.76,    5.20,   17.06,   28.40,   31.22,   20.88
  -96000,   -94050,   12.30,   -2.50,  -11.29,  -13.14,  -11.25,   -8.87,   -6.12,   -0.42,    9.86,   22.25,   29.93,   26.50
  -95000,   -93050,   18.72,    4.30,   -6.77,  -11.63,  -11.64,   -9.91,   -7.56,   -2.78,    6.22,   18.41,   28.40,   29.31
  -94000,   -92050,   24.77,   13.50,    1.62,   -6.35,   -9.46,   -9.93,   -9.50,   -7.28,   -1.12,    9.64,   21.79,   28.64
  -93000,   -91050,   26.04,   17.53,    5.76,   -3.82,   -8.43,   -9.55,   -9.48,   -8.33,   -4.35,    4.18,   16.03,   25.57
  -92000,   -90050,   26.22,   22.98,   13.07,    2.15,   -4.95,   -8.17,   -9.82,  -10.98,  -10.24,   -4.89,    6.18,   19.17
  -91000,   -89050,   21.97,   22.68,   15.09,    4.48,   -3.15,   -6.62,   -8.30,  -10.17,  -11.71,   -9.83,   -1.49,   11.59
  -90000,   -88050,   16.75,   23.29,   19.65,    9.84,    0.89,   -4.21,   -7.20,  -10.72,  -15.08,  -17.06,  -11.76,    1.70
  -89000,   -87050,    8.34,   18.50,   18.50,   10.85,    2.68,   -1.98,   -4.45,   -7.98,  -14.02,  -19.68,  -18.72,   -7.81
  -88000,   -86050,   -0.19,   14.71,   19.53,   14.49,    6.42,    0.86,   -2.37,   -6.70,  -14.54,  -23.64,  -26.80,  -18.15
  -87000,   -85050,  -10.31,    6.65,   15.17,   13.49,    7.47,    3.17,    1.07,   -2.43,  -10.88,  -22.95,  -30.92,  -26.73
  -86000,   -84050,  -19.29,    0.23,   13.03,   14.88,   10.17,    5.77,    3.43,   -0.04,   -8.97,  -23.21,  -35.11,  -34.73
  -85000,   -83050,  -28.40,   -8.99,    6.43,   11.85,   10.00,    7.56,    6.87,    4.97,   -3.35,  -19.17,  -35.23,  -40.13
  -84000,   -82050,  -35.17,  -15.64,    2.45,   11.20,   11.31,    9.35,    8.78,    7.46,   -0.09,  -16.33,  -35.01,  -43.93
  -83000,   -81050,  -41.13,  -23.76,   -4.81,    6.78,    9.88,   10.21,   11.54,   12.21,    6.29,   -9.87,  -31.17,  -44.98
  -82000,   -80050,  -43.90,  -28.41,   -8.83,    4.95,    9.90,   10.91,   12.40,   13.78,    9.43,   -5.38,  -27.29,  -44.05
  -81000,   -79050,  -45.66,  -33.70,  -15.06,    0.19,    7.59,   10.77,   14.05,   17.35,   15.15,    1.86,  -20.67,  -40.86
  -80000,   -78050,  -43.94,  -34.91,  -17.49,   -1.64,    6.85,   10.47,   13.64,   17.26,   16.73,    6.02,  -14.89,  -36.01
  -79000,   -77050,  -41.68,  -36.57,  -21.46,   -5.65,    4.31,    9.58,   14.10,   19.14,   20.57,   12.16,   -7.50,  -29.94
  -78000,   -76050,  -36.22,  -33.98,  -21.24,   -6.39,    3.57,    8.71,   12.62,   17.24,   19.67,   14.15,   -2.17,  -23.09
  -77000,   -75050,  -31.26,  -32.30,  -22.46,   -8.85,    1.49,    7.56,   12.23,   17.48,   21.07,   17.71,    3.80,  -16.29
  -76000,   -74050,  -23.89,  -26.63,  -19.40,   -7.83,    1.43,    6.70,   10.22,   14.19,   17.65,   16.44,    6.54,   -9.93
  -75000,   -73050,  -18.30,  -22.83,  -18.18,   -8.48,    0.30,    5.82,    9.52,   13.34,   16.86,   16.85,    9.42,   -4.71
  -74000,   -72050,  -11.35,  -15.69,  -12.92,   -5.63,    1.32,    5.46,    7.61,    9.52,   11.72,   12.43,    8.40,   -1.05
  -73000,   -71050,   -7.28,  -11.56,  -10.30,   -4.76,    1.26,    5.21,    7.20,    8.44,    9.69,   10.23,    7.70,    0.94
  -72000,   -70050,   -2.79,   -4.91,   -4.12,   -0.58,    3.35,    5.60,    5.90,    4.99,    4.09,    3.81,    3.14,    0.74
  -71000,   -69050,   -1.70,   -2.23,   -1.50,    1.02,    4.10,    6.05,    6.15,    4.47,    2.09,    0.37,   -0.36,   -0.91
  -70000,   -68050,   -0.73,    2.27,    4.12,    5.62,    6.86,    7.12,    5.67,    2.05,   -2.70,   -6.34,   -7.02,   -4.64
  -69000,   -67050,   -2.94,    2.35,    5.41,    6.96,    7.86,    8.04,    6.64,    2.59,   -3.61,   -9.39,  -11.63,   -8.98
  -68000,   -66050,   -5.15,    3.93,    9.27,   10.95,   10.63,    9.42,    6.83,    1.41,   -6.73,  -14.79,  -18.39,  -14.73
  -67000,   -65050,   -9.75,    1.31,    8.48,   11.15,   11.22,   10.36,    8.29,    3.06,   -5.95,  -16.14,  -22.25,  -19.99
  -66000,   -64050,  -13.78,    0.29,   10.08,   13.77,   13.35,   11.55,    8.74,    2.89,   -7.19,  -19.23,  -27.32,  -25.72
  -65000,   -63050,  -19.14,   -4.23,    7.24,   12.42,   12.98,   12.04,   10.23,    5.31,   -4.73,  -18.25,  -29.04,  -30.04
  -64000,   -62050,  -23.18,   -6.69,    6.90,   13.43,   14.05,   12.58,   10.44,    5.58,   -4.47,  -18.84,  -31.39,  -33.98
  -63000,   -61050,  -27.69,  -11.76,    2.68,   10.63,   12.55,   12.29,   11.51,    8.21,   -0.85,  -15.66,  -30.39,  -36.05
  -62000,   -60050,  -30.20,  -14.22,    1.31,   10.32,   12.50,   11.95,   11.06,    8.28,    0.14,  -14.31,  -29.90,  -37.26
  -61000,   -59050,  -32.77,  -18.61,   -3.30,    6.59,   10.03,   10.82,   11.45,   10.55,    4.15,   -9.64,  -26.42,  -36.62
  -60000,   -58050,  -32.96,  -19.91,   -4.69,    5.59,    9.15,    9.67,   10.19,    9.93,    5.00,   -7.33,  -23.77,  -35.04
  -59000,   -57050,  -33.24,  -22.81,   -8.81,    1.62,    6.13,    7.90,    9.87,   11.51,    8.66,   -2.18,  -18.70,  -32.04
  -58000,   -56050,  -31.11,  -22.38,   -9.42,    0.63,    4.88,    6.24,    7.92,    9.99,    8.70,    0.01,  -15.00,  -28.40
  -57000,   -55050,  -29.45,  -23.58,  -12.51,   -3.00,    1.79,    4.17,    7.10,   10.83,   11.55,    4.74,   -9.47,  -23.94
  -56000,   -54050,  -25.58,  -21.42,  -11.94,   -3.48,    0.63,    2.38,    4.75,    8.52,   10.48,    5.98,   -5.90,  -19.32
  -55000,   -53050,  -22.76,  -21.22,  -13.89,   -6.43,   -2.16,    0.36,    3.73,    8.78,   12.37,    9.68,   -0.92,  -14.50
  -54000,   -52050,  -18.05,  -17.78,  -12.14,   -6.13,   -2.89,   -1.23,    1.35,    6.00,   10.27,    9.58,    1.61,  -10.01
  -53000,   -51050,  -14.95,  -16.73,  -13.10,   -8.29,   -5.14,   -2.90,    0.44,    5.99,   11.35,   12.04,    5.41,   -5.79
  -52000,   -50050,  -10.28,  -12.61,  -10.42,   -7.17,   -5.27,   -4.05,   -1.68,    3.08,    8.50,   10.57,    6.42,   -2.29
  -51000,   -49050,   -7.67,  -11.33,  -10.75,   -8.60,   -6.89,   -5.22,   -2.24,    3.08,    9.05,   11.89,    8.76,    0.72
  -50000,   -48050,   -3.73,   -7.13,   -7.47,   -6.75,   -6.36,   -5.81,   -3.91,    0.36,    5.81,    9.31,    8.16,    2.75
  -49000,   -47050,   -2.09,   -6.11,   -7.50,   -7.61,   -7.35,   -6.39,   -3.99,    0.60,    6.11,    9.72,    9.06,    4.27
  -48000,   -46050,    0.69,   -2.30,   -3.98,   -5.18,   -6.18,   -6.36,   -5.09,   -1.75,    2.80,    6.36,    7.02,    4.66
  -47000,   -45050,    1.10,   -1.89,   -3.98,   -5.61,   -6.58,   -6.35,   -4.62,   -1.13,    3.08,    6.14,    6.67,    4.64
  -46000,   -44050,    2.51,    1.22,   -0.48,   -2.75,   -4.82,   -5.71,   -5.13,   -2.98,   -0.06,    2.32,    3.44,    3.43
  -45000,   -43050,    1.55,    0.81,   -0.68,   -2.90,   -4.71,   -5.12,   -4.08,   -1.90,    0.38,    1.73,    2.07,    1.97
  -44000,   -42050,    1.49,    2.96,    2.56,    0.23,   -2.44,   -3.90,   -3.99,   -3.18,   -2.42,   -2.27,   -2.05,   -0.71
  -43000,   -41050,   -0.84,    1.55,    1.96,    0.22,   -1.90,   -2.77,   -2.37,   -1.57,   -1.65,   -2.97,   -4.17,   -3.47
  -42000,   -40050,   -2.39,    2.54,    4.67,    3.42,    0.78,   -1.04,   -1.71,   -2.23,   -3.91,   -6.81,   -8.81,   -7.35
  -41000,   -39050,   -6.03,    0.01,    3.46,    3.34,    1.60,    0.54,    0.43,   -0.06,   -2.64,   -7.30,  -11.29,  -11.10
  -40000,   -38050,   -8.91,   -0.29,    5.38,    6.34,    4.48,    2.66,    1.59,   -0.08,   -4.18,  -10.59,  -15.93,  -15.78
  -39000,   -37050,  -13.61,   -3.97,    3.34,    5.94,    5.36,    4.51,    4.15,    2.67,   -2.20,  -10.47,  -18.22,  -20.00
  -38000,   -36050,  -17.38,   -5.51,    4.21,    8.41,    8.15,    6.79,    5.64,    3.21,   -2.88,  -12.77,  -22.20,  -24.76
  -37000,   -35050,  -22.57,  -10.14,    1.23,    7.38,    8.78,    8.64,    8.40,    6.44,   -0.09,  -11.61,  -23.60,  -28.69
  -36000,   -34050,  -26.47,  -12.55,    1.02,    9.02,   11.11,   10.73,    9.92,    7.34,    0.08,  -12.59,  -26.19,  -32.61
  -35000,   -33050,  -31.24,  -17.58,   -2.78,    7.19,   11.15,   12.23,   12.54,   10.77,    3.61,  -10.12,  -26.03,  -35.30
  -34000,   -32050,  -34.21,  -20.09,   -3.79,    7.85,   12.69,   13.75,   13.69,   11.62,    4.37,   -9.72,  -26.67,  -37.41
  -33000,   -31050,  -37.53,  -24.65,   -7.96,    5.24,   11.92,   14.54,   15.74,   14.81,    8.26,   -6.02,  -24.55,  -38.01
  -32000,   -30050,  -38.50,  -26.24,   -9.12,    5.12,   12.52,   15.17,   16.09,   15.08,    9.01,   -4.62,  -23.16,  -37.62
  -31000,   -29050,  -39.50,  -29.37,  -12.92,    2.07,   10.93,   15.04,   17.21,   17.47,   12.62,   -0.26,  -19.26,  -35.74
  -30000,   -28050,  -37.78,  -29.06,  -13.36,    1.67,   10.72,   14.69,   16.48,   16.66,   12.61,    1.29,  -16.41,  -32.80
  -29000,   -27050,  -36.16,  -30.04,  -16.01,   -1.26,    8.59,   13.66,   16.52,   17.86,   15.21,    5.37,  -11.54,  -28.76
  -28000,   -26050,  -31.81,  -27.29,  -14.95,   -1.28,    8.00,   12.54,   14.73,   15.71,   13.77,    5.96,   -8.43,  -24.07
  -27000,   -25050,  -28.06,  -25.98,  -15.93,   -3.50,    5.78,   10.93,   13.86,   15.65,   14.87,    8.76,   -3.91,  -18.99
  -26000,   -24050,  -22.02,  -20.99,  -13.00,   -2.55,    5.34,    9.46,   11.39,   12.37,   11.78,    7.50,   -1.99,  -14.08
  -25000,   -23050,  -17.43,  -18.02,  -12.34,   -3.71,    3.49,    7.75,   10.04,   11.39,   11.40,    8.40,    0.87,   -9.54
  -24000,   -22050,  -11.33,  -11.79,   -7.81,   -1.57,    3.63,    6.42,    7.43,    7.58,    7.05,    5.08,    0.48,   -6.12
  -23000,   -21050,   -7.57,   -8.44,   -6.11,   -1.74,    2.41,    5.02,    6.18,    6.36,    5.77,    4.18,    0.96,   -3.64
  -22000,   -20050,   -3.18,   -2.46,   -0.86,    1.37,    3.28,    4.19,    3.97,    2.77,    1.04,   -0.63,   -2.00,   -2.97
  -21000,   -19050,   -1.73,   -0.24,    0.81,    1.72,    2.65,    3.33,    3.27,    2.04,   -0.21,   -2.50,   -3.69,   -3.28
  -20000,   -18050,   -0.23,    3.94,    5.59,    5.18,    4.10,    3.10,    1.79,   -0.67,   -4.29,   -7.62,   -8.43,   -5.55
  -19000,   -17050,   -1.73,    3.88,    6.09,    5.33,    3.75,    2.75,    1.83,   -0.39,   -4.57,   -9.22,  -11.21,   -8.33
  -18000,   -16050,   -3.24,    5.36,    9.30,    8.34,    5.39,    2.98,    1.11,   -1.92,   -7.19,  -13.32,  -16.26,  -12.60
  -17000,   -15050,   -7.20,    2.64,    7.88,    7.59,    4.89,    2.93,    1.84,   -0.46,   -5.89,  -13.49,  -18.63,  -16.56
  -16000,   -14050,  -10.73,    1.50,    8.96,    9.50,    6.23,    3.32,    1.65,   -0.88,   -6.75,  -15.58,  -22.40,  -21.17
  -15000,   -13050,  -15.81,   -3.27,    5.53,    7.46,    5.21,    3.26,    2.78,    1.56,   -3.77,  -13.64,  -23.00,  -24.62
  -14000,   -12050,  -19.65,   -6.03,    4.68,    8.01,    5.93,    3.50,    2.73,    1.79,   -3.14,  -13.41,  -24.35,  -27.81
  -13000,   -11050,  -24.16,  -11.57,   -0.13,    4.76,    4.22,    3.16,    3.89,    4.69,    1.06,   -9.36,  -22.42,  -29.30
  -12000,   -10050,  -26.60,  -14.41,   -2.02,    4.19,    4.21,    3.02,    3.62,    4.94,    2.42,   -7.30,  -21.06,  -29.86
  -11000,    -9050,  -29.13,  -19.21,   -7.13,    0.24,    1.94,    2.31,    4.48,    7.68,    6.99,   -1.87,  -16.74,  -28.64
  -10000,    -8050,  -29.00,  -20.67,   -8.84,   -0.80,    1.43,    1.77,    3.73,    7.33,    8.06,    0.91,  -13.31,  -26.32
   -9000,    -7050,  -28.89,  -23.56,  -13.10,   -4.66,   -1.04,    0.78,    4.13,    9.38,   12.01,    6.46,   -7.59,  -22.63
   -8000,    -6050,  -25.98,  -22.69,  -13.52,   -5.33,   -1.60,    0.02,    2.90,    8.07,   11.83,    8.51,   -3.53,  -18.19
   -7000,    -5050,  -23.53,  -23.22,  -16.11,   -8.36,   -3.79,   -1.00,    2.93,    9.19,   14.39,   12.84,    2.02,  -13.19
   -6000,    -4050,  -18.61,  -19.91,  -14.59,   -7.95,   -3.89,   -1.64,    1.44,    6.95,   12.49,   12.91,    4.94,   -8.23
   -5000,    -3050,  -15.00,  -18.47,  -15.26,   -9.65,   -5.35,   -2.35,    1.35,    7.27,   13.39,   15.05,    8.70,   -3.65
   -4000,    -2050,   -9.61,  -13.48,  -11.82,   -7.78,   -4.58,   -2.51,   -0.01,    4.49,    9.90,   12.58,    9.04,   -0.07
   -3000,    -1050,   -6.49,  -11.14,  -10.97,   -8.06,   -5.04,   -2.60,    0.16,    4.47,    9.49,   12.34,    9.99,    2.41
   -2000,      -50,   -2.44,   -5.85,   -6.27,   -4.82,   -3.22,   -2.04,   -0.69,    1.77,    5.13,    7.68,    7.20,    3.14
   -1000,      950,   -1.36,   -4.07,   -4.83,   -4.06,   -2.72,   -1.36,    0.08,    2.01,    4.21,    5.72,    5.31,    2.57
       0,     1950,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00
