AgeBP, YearCE, Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec
 -110000,  -108050,    5.38,   11.40,   21.89,   32.65,   34.46,   23.30,    3.88,  -14.27,  -21.86,  -17.44,   -7.26,    0.69
 -109000,  -107050,    2.24,    8.35,   20.27,   34.87,   41.75,   34.21,   14.94,   -6.65,  -19.21,  -18.80,  -10.34,   -2.50
 -108000,  -106050,   -2.38,    1.66,   13.11,   30.93,   44.25,   43.40,   27.70,    5.11,  -11.70,  -16.06,  -10.94,   -5.09
 -107000,  -105050,   -5.20,   -2.21,    8.67,   28.13,   45.71,   49.86,   37.19,   14.12,   -6.12,  -14.61,  -12.16,   -7.29
 -106000,  -104050,   -8.83,   -8.62,   -0.11,   19.70,   41.76,   52.98,   46.51,   25.86,    3.64,   -9.18,  -10.76,   -8.57
 -105000,  -103050,  -10.44,  -11.65,   -5.19,   13.66,   37.59,   53.11,   51.18,   32.91,    9.80,   -5.99,  -10.29,   -9.40
 -104000,  -102050,  -12.45,  -16.34,  -13.19,    3.44,   28.69,   49.46,   54.39,   41.24,   19.15,    0.75,   -7.29,   -9.23
 -103000,  -101050,  -12.45,  -17.41,  -16.76,   -3.09,   21.10,   43.82,   52.83,   43.71,   23.33,    4.03,   -5.85,   -8.84
 -102000,  -100050,  -12.81,  -19.64,  -22.12,  -12.11,   10.35,   35.18,   49.58,   46.55,   29.76,   10.29,   -2.14,   -7.56
 -101000,   -99050,  -11.34,  -18.33,  -22.77,  -16.51,    2.49,   26.26,   42.66,   43.53,   30.13,   12.00,   -0.73,   -6.43
 -100000,   -98050,  -10.47,  -18.18,  -24.62,  -22.08,   -6.75,   15.91,   34.84,   40.83,   32.21,   16.16,    2.63,   -4.67
  -99000,   -97050,   -8.06,  -14.76,  -21.92,  -22.67,  -12.00,    7.00,   25.12,   33.35,   28.35,   15.21,    3.05,   -3.48
  -98000,   -96050,   -6.69,  -12.91,  -20.45,  -23.79,  -17.25,   -1.65,   15.91,   26.89,   26.24,   16.45,    5.15,   -1.97
  -97000,   -95050,   -4.06,   -8.18,  -14.88,  -20.14,  -18.11,   -7.66,    6.51,   17.29,   19.14,   12.72,    4.03,   -1.31
  -96000,   -94050,   -2.98,   -5.75,  -11.15,  -17.08,  -18.27,  -12.10,   -0.91,    9.82,   14.33,   11.26,    4.45,   -0.61
  -95000,   -93050,   -0.85,   -0.82,   -3.96,   -9.92,  -14.34,  -13.49,   -7.34,    0.78,    5.89,    5.55,    1.80,   -0.87
  -94000,   -92050,   -0.70,    0.98,    0.39,   -4.09,   -9.81,  -12.67,  -10.68,   -4.99,    0.52,    2.44,    0.73,   -1.21
  -93000,   -91050,    0.45,    4.99,    7.56,    4.89,   -2.05,   -9.14,  -12.64,  -11.27,   -7.18,   -3.91,   -2.95,   -2.40
  -92000,   -90050,   -0.62,    5.17,   10.72,   11.33,    5.52,   -3.51,  -10.97,  -13.43,  -11.05,   -7.19,   -4.84,   -3.63
  -91000,   -89050,   -0.55,    7.50,   16.23,   19.94,   15.08,    3.81,   -8.29,  -15.75,  -16.40,  -12.80,   -8.71,   -5.42
  -90000,   -88050,   -2.66,    5.64,   16.76,   24.59,   23.12,   12.44,   -2.11,  -13.55,  -17.35,  -14.89,  -10.53,   -7.06
  -89000,   -87050,   -3.42,    6.09,   19.50,   30.70,   31.90,   21.36,    4.03,  -11.85,  -19.48,  -18.68,  -13.76,   -8.94
  -88000,   -86050,   -6.06,    2.46,   16.82,   31.71,   37.65,   30.28,   12.96,   -5.76,  -16.96,  -18.64,  -14.70,  -10.42
  -87000,   -85050,   -7.09,    1.45,   16.60,   33.98,   43.24,   38.08,   20.40,   -1.12,  -15.93,  -20.08,  -16.66,  -11.83
  -86000,   -84050,   -9.57,   -3.11,   11.17,   30.65,   44.62,   44.42,   29.46,    7.33,  -10.34,  -17.56,  -16.14,  -12.58
  -85000,   -83050,  -10.24,   -4.69,    8.74,   28.95,   45.62,   48.65,   35.59,   12.98,   -7.03,  -16.74,  -16.52,  -13.06
  -84000,   -82050,  -11.93,   -9.11,    1.88,   21.97,   41.91,   50.31,   42.08,   21.51,    0.39,  -12.04,  -14.35,  -12.70
  -83000,   -81050,  -11.69,  -10.26,   -1.38,   17.43,   38.35,   49.67,   44.67,   25.92,    4.42,   -9.63,  -13.24,  -12.03
  -82000,   -80050,  -12.17,  -13.54,   -8.02,    8.62,   30.52,   46.08,   46.67,   32.19,   11.87,   -3.63,   -9.63,  -10.47
  -81000,   -79050,  -10.74,  -13.43,  -10.57,    3.16,   23.89,   40.84,   44.65,   33.48,   14.85,   -0.75,   -7.48,   -8.71
  -80000,   -78050,   -9.92,  -14.97,  -15.53,   -5.26,   14.11,   33.13,   41.76,   35.90,   20.50,    5.25,   -3.05,   -6.13
  -79000,   -77050,   -7.34,  -13.18,  -16.18,   -9.59,    6.75,   25.04,   35.59,   33.25,   20.98,    7.33,   -0.63,   -3.64
  -78000,   -76050,   -5.49,  -12.90,  -18.60,  -15.73,   -2.35,   15.59,   29.03,   31.54,   23.61,   12.02,    3.73,   -0.55
  -77000,   -75050,   -2.16,   -9.52,  -16.80,  -17.41,   -8.09,    7.15,   20.51,   25.50,   21.03,   12.28,    5.54,    2.08
  -76000,   -74050,    0.12,   -7.85,  -16.63,  -20.18,  -14.35,   -1.31,   12.59,   20.78,   20.47,   14.79,    8.94,    4.98
  -75000,   -73050,    3.55,   -3.46,  -12.59,  -18.60,  -16.80,   -7.70,    4.14,   12.97,   15.32,   12.84,    9.44,    7.05
  -74000,   -72050,    5.49,   -1.27,  -10.49,  -17.98,  -19.09,  -13.00,   -2.59,    7.26,   12.49,   13.06,   11.28,    9.07
  -73000,   -71050,    8.28,    3.22,   -5.08,  -13.51,  -17.68,  -15.76,   -8.80,   -0.26,    6.10,    9.28,   10.20,   10.04
  -72000,   -70050,    9.17,    4.86,   -2.30,  -10.44,  -16.06,  -16.83,  -12.39,   -4.81,    2.59,    7.87,   10.42,   10.76
  -71000,   -69050,   10.76,    8.49,    3.22,   -4.24,  -11.36,  -15.54,  -15.04,  -10.27,   -3.47,    3.20,    8.02,   10.44
  -70000,   -68050,   10.23,    8.73,    5.27,   -0.31,   -6.99,  -12.61,  -14.64,  -12.11,   -6.06,    1.25,    7.05,    9.84
  -69000,   -67050,   10.45,   10.85,    9.67,    5.99,   -0.45,   -8.04,  -13.54,  -14.52,  -10.49,   -3.22,    3.94,    8.41
  -68000,   -66050,    8.57,    9.31,    9.93,    9.07,    4.84,   -2.40,   -9.50,  -13.04,  -11.05,   -4.61,    2.51,    6.88
  -67000,   -65050,    7.68,    9.79,   12.44,   14.01,   11.39,    3.87,   -5.52,  -12.40,  -13.22,   -8.05,   -0.60,    4.83
  -66000,   -64050,    4.92,    6.70,   10.51,   14.98,   15.70,   10.29,    0.84,   -8.01,  -11.37,   -8.16,   -1.79,    2.92
  -65000,   -63050,    3.44,    5.95,   11.08,   17.72,   20.69,   16.39,    6.12,   -5.18,  -11.40,  -10.20,   -4.37,    0.78
  -64000,   -62050,    0.42,    1.97,    7.34,   16.18,   22.71,   21.73,   13.01,    0.96,   -7.54,   -8.83,   -4.86,   -1.00
  -63000,   -61050,   -1.10,    0.68,    6.55,   16.73,   25.32,   26.13,   17.89,    4.62,   -6.15,   -9.59,   -6.68,   -2.83
  -62000,   -60050,   -3.87,   -3.38,    1.90,   13.17,   24.68,   29.18,   23.66,   11.03,   -1.15,   -7.02,   -6.37,   -4.15
  -61000,   -59050,   -5.00,   -4.50,    0.64,   12.25,   25.00,   31.17,   26.83,   14.14,    0.64,   -7.01,   -7.52,   -5.50
  -60000,   -58050,   -7.20,   -8.04,   -3.96,    7.69,   22.24,   31.61,   30.45,   19.52,    5.71,   -3.81,   -6.56,   -6.29
  -59000,   -57050,   -7.76,   -8.51,   -4.84,    6.31,   21.03,   31.36,   31.40,   21.11,    6.94,   -3.66,   -7.30,   -7.17
  -58000,   -56050,   -9.33,  -11.19,   -8.66,    1.82,   17.21,   29.73,   32.66,   24.71,   11.20,   -0.45,   -5.98,   -7.51
  -57000,   -55050,   -9.33,  -10.82,   -8.64,    0.89,   15.50,   27.99,   31.56,   24.43,   11.26,   -0.69,   -6.63,   -8.06
  -56000,   -54050,  -10.37,  -12.62,  -11.34,   -2.73,   11.66,   25.24,   30.97,   26.13,   14.25,    2.04,   -5.27,   -8.11
  -55000,   -53050,   -9.90,  -11.46,  -10.25,   -2.68,   10.32,   22.93,   28.51,   24.21,   12.97,    1.09,   -6.06,   -8.47
  -54000,   -52050,  -10.58,  -12.55,  -11.85,   -5.10,    7.22,   20.01,   26.84,   24.40,   14.66,    3.13,   -4.83,   -8.37
  -53000,   -51050,   -9.80,  -10.78,   -9.80,   -3.92,    6.74,   17.88,   23.77,   21.35,   12.25,    1.45,   -5.87,   -8.65
  -52000,   -50050,  -10.26,  -11.41,  -10.56,   -5.18,    4.71,   15.46,   21.79,   20.62,   12.91,    2.81,   -4.85,   -8.48
  -51000,   -49050,   -9.25,   -9.24,   -7.82,   -3.03,    5.23,   13.96,   18.73,   17.03,    9.75,    0.56,   -6.10,   -8.70
  -50000,   -48050,   -9.58,   -9.63,   -8.05,   -3.40,    4.25,   12.33,   16.99,   15.94,    9.76,    1.41,   -5.25,   -8.47
  -49000,   -47050,   -8.42,   -7.24,   -4.90,   -0.55,    5.64,   11.59,   14.32,   12.27,    6.23,   -1.18,   -6.60,   -8.61
  -48000,   -46050,   -8.65,   -7.56,   -4.92,   -0.36,    5.51,   10.81,   13.10,   11.22,    5.96,   -0.63,   -5.84,   -8.29
  -47000,   -45050,   -7.38,   -5.09,   -1.62,    2.88,    7.55,   10.81,   10.99,    7.79,    2.38,   -3.33,   -7.20,   -8.30
  -46000,   -44050,   -7.54,   -5.46,   -1.66,    3.32,    8.01,   10.82,   10.46,    7.08,    2.11,   -2.90,   -6.44,   -7.88
  -45000,   -43050,   -6.17,   -3.03,    1.58,    6.69,   10.49,   11.46,    9.00,    4.08,   -1.28,   -5.55,   -7.70,   -7.75
  -44000,   -42050,   -6.30,   -3.54,    1.32,    7.09,   11.32,   12.17,    9.25,    3.94,   -1.32,   -5.08,   -6.90,   -7.22
  -43000,   -41050,   -4.91,   -1.27,    4.29,   10.34,   14.02,   13.39,    8.53,    1.60,   -4.29,   -7.52,   -8.03,   -6.97
  -42000,   -40050,   -5.07,   -2.05,    3.58,   10.43,   14.96,   14.70,    9.64,    2.26,   -3.83,   -6.85,   -7.14,   -6.36
  -41000,   -39050,   -3.76,   -0.10,    6.04,   13.25,   17.63,   16.38,    9.73,    0.77,   -6.16,   -8.92,   -8.08,   -6.03
  -40000,   -38050,   -4.01,   -1.28,    4.65,   12.66,   18.32,   18.06,   11.72,    2.43,   -4.93,   -7.83,   -7.03,   -5.36
  -39000,   -37050,   -2.86,    0.20,    6.34,   14.68,   20.54,   19.92,   12.56,    1.96,   -6.37,   -9.34,   -7.71,   -4.97
  -38000,   -36050,   -3.25,   -1.45,    4.07,   13.02,   20.46,   21.54,   15.22,    4.70,   -4.13,   -7.62,   -6.39,   -4.25
  -37000,   -35050,   -2.26,   -0.49,    4.83,   13.87,   21.73,   23.07,   16.49,    5.17,   -4.55,   -8.39,   -6.71,   -3.78
  -36000,   -34050,   -2.73,   -2.53,    1.64,   10.86,   20.33,   23.96,   19.30,    8.79,   -1.22,   -5.84,   -4.98,   -2.94
  -35000,   -33050,   -1.83,   -1.97,    1.51,   10.35,   20.14,   24.48,   20.36,    9.83,   -0.72,   -5.80,   -4.84,   -2.32
  -34000,   -32050,   -2.24,   -4.17,   -2.32,    6.02,   17.05,   23.93,   22.51,   13.70,    3.42,   -2.44,   -2.62,   -1.27
  -33000,   -31050,   -1.26,   -3.70,   -2.97,    4.35,   15.21,   22.83,   22.55,   14.55,    4.38,   -1.75,   -2.02,   -0.42
  -32000,   -30050,   -1.43,   -5.66,   -6.86,   -0.77,   10.54,   20.37,   23.15,   17.76,    8.69,    2.14,    0.64,    0.88
  -31000,   -29050,   -0.19,   -4.85,   -7.35,   -2.89,    7.45,   17.49,   21.48,   17.53,    9.33,    2.99,    1.50,    1.93
  -30000,   -28050,   -0.02,   -6.17,  -10.55,   -7.84,    1.97,   13.31,   20.07,   19.16,   12.89,    6.80,    4.30,    3.41
  -29000,   -27050,    1.52,   -4.68,  -10.13,   -9.37,   -1.38,    9.21,   16.56,   17.16,   12.36,    7.13,    5.01,    4.49
  -28000,   -26050,    1.95,   -5.17,  -11.97,  -13.00,   -6.37,    4.28,   13.40,   16.75,   14.33,   10.07,    7.46,    5.87
  -27000,   -25050,    3.63,   -2.89,  -10.10,  -12.87,   -8.63,    0.15,    8.71,   12.93,   12.05,    9.18,    7.48,    6.65
  -26000,   -24050,    4.00,   -2.69,  -10.32,  -14.32,  -11.72,   -4.01,    4.87,   10.81,   12.09,   10.64,    9.02,    7.53
  -25000,   -23050,    5.45,    0.12,   -6.94,  -11.91,  -11.67,   -6.68,    0.31,    5.89,    8.14,    8.18,    7.91,    7.60
  -24000,   -22050,    5.33,    0.52,   -5.86,  -10.92,  -11.90,   -8.58,   -2.64,    3.14,    6.65,    8.00,    8.19,    7.59
  -23000,   -21050,    6.14,    3.32,   -1.45,   -6.29,   -8.94,   -8.56,   -5.60,   -1.62,    1.75,    4.16,    5.82,    6.69
  -22000,   -20050,    5.12,    3.21,    0.10,   -3.44,   -6.20,   -7.28,   -6.22,   -3.53,   -0.25,    2.78,    4.87,    5.64
  -21000,   -19050,    5.02,    5.34,    4.61,    2.56,   -0.64,   -4.14,   -6.50,   -6.80,   -4.96,   -1.74,    1.53,    3.78
  -20000,   -18050,    2.98,    4.14,    5.53,    6.01,    4.22,    0.28,   -4.01,   -6.60,   -6.22,   -3.44,   -0.19,    1.86
  -19000,   -17050,    1.99,    5.14,    9.11,   12.02,   11.18,    6.00,   -1.34,   -7.48,   -9.64,   -7.73,   -3.90,   -0.63
  -18000,   -16050,   -0.87,    2.59,    8.46,   14.53,   16.52,   12.46,    4.06,   -4.55,   -9.15,   -8.79,   -5.70,   -2.97
  -17000,   -15050,   -2.43,    2.40,   10.37,   19.11,   23.13,   19.28,    8.96,   -2.93,  -10.61,  -12.01,   -9.08,   -5.57
  -16000,   -14050,   -5.61,   -1.26,    7.73,   19.37,   27.07,   25.92,   16.07,    2.45,   -7.92,  -11.69,  -10.27,   -7.76
  -15000,   -13050,   -7.23,   -2.27,    7.85,   21.53,   31.62,   31.93,   21.68,    5.85,   -7.41,  -13.42,  -12.77,   -9.95
  -14000,   -12050,  -10.13,   -6.41,    3.52,   19.01,   32.63,   36.70,   28.64,   12.58,   -2.78,  -11.43,  -12.88,  -11.48
  -13000,   -11050,  -11.26,   -7.57,    2.34,   18.63,   34.06,   40.14,   33.07,   16.36,   -0.94,  -11.67,  -14.21,  -12.85
  -12000,   -10050,  -13.38,  -11.37,   -2.77,   13.76,   31.62,   41.53,   37.95,   22.79,    4.70,   -8.22,  -13.06,  -13.41
  -11000,    -9050,  -13.60,  -11.97,   -4.28,   11.58,   29.95,   41.46,   39.61,   25.32,    6.75,   -7.47,  -13.27,  -13.76
  -10000,    -8050,  -14.64,  -14.75,   -9.04,    5.58,   24.70,   39.09,   41.09,   29.81,   12.11,   -3.23,  -11.03,  -13.27
   -9000,    -7050,  -13.78,  -14.20,   -9.84,    2.93,   20.95,   35.72,   39.29,   29.83,   13.11,   -2.29,  -10.45,  -12.67
   -8000,    -6050,  -13.69,  -15.58,  -13.26,   -2.64,   14.45,   30.47,   37.18,   31.33,   16.94,    1.83,   -7.57,  -11.29
   -7000,    -5050,  -11.82,  -13.66,  -12.55,   -4.35,   10.30,   25.11,   32.38,   28.40,   15.98,    2.11,   -6.74,  -10.01
   -6000,    -4050,  -10.86,  -13.64,  -14.09,   -8.19,    4.42,   18.77,   27.72,   26.92,   17.54,    5.24,   -3.83,   -8.11
   -5000,    -3050,   -8.31,  -10.51,  -11.59,   -7.94,    1.56,   13.30,   21.36,   21.62,   14.41,    4.26,   -3.31,   -6.56
   -4000,    -2050,   -6.94,   -9.52,  -11.35,   -9.41,   -2.20,    7.87,   15.97,   18.18,   13.80,    5.91,   -0.93,   -4.61
   -3000,    -1050,   -4.20,   -5.71,   -7.38,   -6.92,   -2.68,    4.05,    9.92,   11.88,    9.06,    3.55,   -1.13,   -3.25
   -2000,      -50,   -2.98,   -4.46,   -6.03,   -6.19,   -3.63,    1.07,    5.74,    8.12,    7.15,    3.82,    0.37,   -1.71
   -1000,      950,   -0.60,   -0.70,   -1.39,   -1.96,   -1.50,   -0.04,    1.62,    2.46,    1.92,    0.51,   -0.65,   -0.88
       0,     1950,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00
