AgeBP, YearCE, Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec
 -137000,  -135050,   15.22,   17.13,   13.71,    5.73,   -3.18,  -10.16,  -14.23,  -15.09,  -12.16,   -5.79,    2.08,    9.42
 -136000,  -134050,   13.44,   19.83,   20.43,   14.25,    4.29,   -5.56,  -13.27,  -17.99,  -18.34,  -13.71,   -5.47,    3.99
 -135000,  -133050,   10.36,   20.97,   25.37,   21.32,   11.38,    0.09,  -10.05,  -18.24,  -22.50,  -20.92,  -13.59,   -2.59
 -134000,  -132050,    4.54,   19.07,   28.41,   28.32,   19.74,    7.44,   -5.14,  -16.81,  -25.02,  -26.88,  -21.40,  -10.39
 -133000,  -131050,   -1.78,   15.81,   29.16,   32.82,   26.48,   14.82,    1.39,  -12.89,  -25.15,  -31.28,  -28.64,  -18.21
 -132000,  -130050,  -10.12,    9.53,   27.26,   36.05,   33.28,   22.94,    9.03,   -7.30,  -23.07,  -33.41,  -34.38,  -26.15
 -131000,  -129050,  -17.81,    2.76,   23.32,   36.26,   37.42,   29.90,   17.25,    0.06,  -18.83,  -33.62,  -38.69,  -32.99
 -130000,  -128050,  -26.33,   -6.24,   16.77,   34.47,   40.46,   36.33,   25.46,    8.43,  -12.40,  -31.01,  -40.53,  -38.73
 -129000,  -127050,  -33.05,  -14.47,    9.17,   29.96,   40.38,   40.61,   33.05,   17.40,   -4.64,  -26.74,  -40.59,  -42.57
 -128000,  -126050,  -39.28,  -23.58,   -0.16,   23.52,   38.51,   43.17,   39.23,   26.13,    4.56,  -19.70,  -37.66,  -44.33
 -127000,  -125050,  -42.91,  -30.71,   -9.17,   15.43,   33.87,   43.19,   43.79,   34.14,   13.80,  -11.91,  -33.25,  -43.88
 -126000,  -124050,  -44.96,  -37.27,  -18.48,    6.29,   27.55,   40.84,   45.71,   40.36,   23.13,   -2.11,  -25.93,  -40.85
 -125000,  -123050,  -44.14,  -40.99,  -26.12,   -3.02,   19.56,   36.33,   45.65,   44.83,   31.04,    7.03,  -18.05,  -35.92
 -124000,  -122050,  -41.21,  -42.99,  -32.56,  -11.96,   10.80,   29.68,   42.36,   46.21,   37.41,   16.79,   -8.05,  -28.54
 -123000,  -121050,  -35.74,  -41.90,  -36.41,  -19.66,    1.86,   21.98,   37.58,   45.53,   41.27,   24.35,    1.06,  -20.21
 -122000,  -120050,  -28.35,  -38.58,  -37.94,  -25.51,   -6.45,   13.14,   29.94,   41.24,   42.28,   30.88,   10.88,  -10.30
 -121000,  -119050,  -19.43,  -32.60,  -36.64,  -29.18,  -13.54,    4.73,   21.99,   35.53,   40.55,   34.09,   18.24,   -0.90
 -120000,  -118050,   -9.57,  -24.68,  -32.57,  -29.95,  -18.58,   -3.32,   12.43,   26.76,   35.56,   34.98,   24.65,    8.60
 -119000,  -117050,    0.30,  -15.25,  -26.23,  -28.35,  -21.54,   -9.65,    4.05,   17.93,   28.66,   32.44,   27.53,   16.04
 -118000,  -116050,    9.50,   -5.03,  -17.53,  -23.49,  -21.47,  -14.20,   -4.31,    7.51,   19.22,   27.24,   28.23,   21.89
 -117000,  -115050,   17.15,    5.05,   -7.88,  -16.93,  -19.24,  -16.27,  -10.22,   -1.38,    9.45,   19.61,   25.36,   24.68
 -116000,  -114050,   22.38,   14.16,    2.84,   -7.64,  -13.76,  -15.66,  -14.64,  -10.09,   -1.28,   10.15,   20.08,   24.72
 -115000,  -113050,   25.10,   21.52,   12.72,    1.90,   -6.88,  -12.63,  -15.98,  -15.98,  -10.60,   -0.01,   12.33,   21.74
 -114000,  -112050,   24.27,   26.13,   21.84,   12.82,    2.58,   -6.84,  -15.00,  -20.20,  -19.06,  -10.37,    3.08,   15.94
 -113000,  -111050,   21.10,   28.13,   28.50,   22.13,   11.91,    0.49,  -11.14,  -21.06,  -24.83,  -19.65,   -6.87,    8.27
 -112000,  -110050,   14.43,   26.37,   32.67,   31.01,   22.42,    9.77,   -5.03,  -19.51,  -28.34,  -27.38,  -16.69,   -1.18
 -111000,  -109050,    6.65,   22.37,   33.67,   36.72,   30.97,   19.02,    2.92,  -14.95,  -28.72,  -32.82,  -25.49,  -10.75
 -110000,  -108050,   -3.42,   14.85,   31.34,   40.43,   38.97,   28.74,   12.15,   -8.21,  -26.24,  -35.45,  -32.53,  -20.44
 -109000,  -107050,  -12.86,    6.50,   26.39,   40.41,   43.61,   36.70,   21.63,    0.37,  -21.13,  -35.46,  -37.46,  -28.65
 -108000,  -106050,  -22.85,   -4.03,   18.53,   37.75,   46.34,   43.45,   30.77,   10.01,  -13.54,  -32.23,  -39.53,  -35.42
 -107000,  -105050,  -30.69,  -13.59,    9.61,   32.07,   45.36,   47.29,   38.54,   19.82,   -4.63,  -27.02,  -39.31,  -39.78
 -106000,  -104050,  -37.53,  -23.55,   -0.81,   24.28,   42.05,   48.71,   44.31,   28.99,    5.56,  -19.00,  -35.91,  -41.71
 -105000,  -103050,  -41.40,  -31.08,  -10.48,   15.07,   35.87,   47.12,   47.78,   36.78,   15.33,  -10.40,  -30.93,  -41.18
 -104000,  -102050,  -43.34,  -37.50,  -19.92,    5.14,   28.01,   42.89,   48.15,   42.26,   24.69,   -0.17,  -23.24,  -38.00
 -103000,  -101050,  -42.32,  -40.78,  -27.21,   -4.44,   18.85,   36.59,   46.31,   45.54,   32.10,    8.91,  -15.34,  -33.08
 -102000,  -100050,  -39.23,  -42.11,  -32.88,  -13.15,    9.35,   28.38,   41.29,   45.52,   37.53,   18.05,   -5.83,  -26.02
 -101000,   -99050,  -33.90,  -40.41,  -35.79,  -20.23,    0.18,   19.62,   35.08,   43.51,   40.26,   24.57,    2.26,  -18.49
 -100000,   -98050,  -27.07,  -36.70,  -36.33,  -25.19,   -7.88,   10.26,   26.50,   38.17,   40.13,   29.76,   10.58,   -9.91
  -99000,   -97050,  -19.18,  -30.73,  -34.30,  -27.98,  -14.49,    1.80,   18.18,   31.92,   37.58,   31.66,   16.16,   -2.28
  -98000,   -96050,  -10.91,  -23.37,  -29.89,  -27.99,  -18.87,   -5.89,    8.81,   23.20,   32.24,   31.48,   20.73,    5.09
  -97000,   -95050,   -2.90,  -14.99,  -23.76,  -26.07,  -21.36,  -11.72,    1.03,   15.00,   25.58,   28.33,   22.00,   10.36
  -96000,   -94050,    4.15,   -6.36,  -15.88,  -21.38,  -21.07,  -15.76,   -6.48,    5.66,   17.02,   23.21,   21.63,   14.21
  -95000,   -93050,    9.88,    1.96,   -7.54,  -15.62,  -19.14,  -17.60,  -11.54,   -1.88,    8.58,   16.24,   18.29,   15.51
  -94000,   -92050,   13.47,    9.15,    1.41,   -7.68,  -14.48,  -17.16,  -15.34,   -9.24,   -0.47,    8.14,   13.44,   14.79
  -93000,   -91050,   15.32,   15.00,    9.45,    0.07,   -9.01,  -14.81,  -16.43,  -13.97,   -8.10,   -0.38,    6.68,   11.86
  -92000,   -90050,   14.38,   18.52,   16.79,    8.94,   -1.37,  -10.26,  -15.81,  -17.55,  -15.06,   -8.81,   -0.81,    7.04
  -91000,   -89050,   12.03,   20.29,   22.17,   16.29,    5.87,   -4.59,  -12.80,  -18.28,  -19.79,  -16.40,   -8.87,    0.99
  -90000,   -88050,    7.00,   19.10,   25.71,   23.54,   14.30,    2.68,   -8.22,  -17.40,  -22.91,  -22.71,  -16.55,   -6.21
  -89000,   -87050,    1.47,   16.53,   26.90,   28.24,   21.08,    9.95,   -2.03,  -14.03,  -23.59,  -27.38,  -23.60,  -13.43
  -88000,   -86050,   -5.96,   11.14,   25.68,   31.80,   27.91,   17.82,    5.07,   -9.21,  -22.25,  -29.90,  -29.19,  -20.71
  -87000,   -85050,  -12.73,    5.33,   22.50,   32.44,   32.14,   24.53,   12.66,   -2.75,  -18.86,  -30.59,  -33.40,  -26.94
  -86000,   -84050,  -20.26,   -2.46,   17.10,   31.43,   35.45,   30.71,   20.12,    4.46,  -13.64,  -28.78,  -35.37,  -32.17
  -85000,   -83050,  -26.11,   -9.48,   10.77,   27.93,   35.88,   34.89,   26.96,   12.17,   -7.26,  -25.53,  -35.79,  -35.68
  -84000,   -82050,  -31.60,  -17.28,    3.05,   22.96,   34.93,   37.64,   32.51,   19.51,    0.20,  -20.00,  -33.67,  -37.45
  -83000,   -81050,  -34.79,  -23.27,   -4.32,   16.53,   31.53,   38.15,   36.67,   26.23,    7.63,  -13.93,  -30.40,  -37.35
  -82000,   -80050,  -36.84,  -28.88,  -11.91,    9.45,   26.96,   36.84,   38.65,   31.41,   15.03,   -6.33,  -24.82,  -35.25
  -81000,   -79050,  -36.49,  -32.07,  -18.07,    2.17,   20.96,   33.75,   39.08,   35.22,   21.25,    0.61,  -18.97,  -31.70
  -80000,   -78050,  -34.71,  -34.10,  -23.33,   -4.67,   14.56,   29.12,   37.04,   36.63,   26.27,    8.01,  -11.54,  -26.39
  -79000,   -77050,  -30.95,  -33.64,  -26.55,  -10.63,    7.92,   23.67,   33.95,   36.60,   29.41,   13.61,   -4.99,  -20.48
  -78000,   -76050,  -26.05,  -31.79,  -28.15,  -15.14,    1.90,   17.48,   28.77,   33.94,   30.56,   18.58,    2.12,  -13.55
  -77000,   -75050,  -20.04,  -27.94,  -27.69,  -18.17,   -3.37,   11.58,   23.50,   30.42,   29.80,   21.07,    7.27,   -7.10
  -76000,   -74050,  -13.63,  -23.04,  -25.45,  -19.15,   -7.11,    5.94,   17.03,   24.75,   26.92,   22.22,   11.97,   -0.63
  -75000,   -73050,   -7.16,  -17.03,  -21.68,  -18.64,   -9.58,    1.46,   11.50,   19.23,   22.83,   20.96,   14.12,    4.37
  -74000,   -72050,   -1.31,  -10.79,  -16.53,  -15.99,  -10.00,   -1.90,    5.81,   12.50,   17.13,   18.26,   15.17,    8.43
  -73000,   -71050,    3.68,   -4.50,  -10.80,  -12.43,   -9.22,   -3.70,    1.85,    6.95,   11.27,   13.89,   13.79,   10.51
  -72000,   -70050,    7.11,    1.00,   -4.51,   -7.15,   -6.37,   -3.93,   -1.46,    1.25,    4.77,    8.62,   11.28,   11.10
  -71000,   -69050,    9.23,    5.67,    1.29,   -1.91,   -2.92,   -2.75,   -2.74,   -2.55,   -0.85,    2.75,    7.05,    9.86
  -70000,   -68050,    9.29,    8.67,    6.66,    4.26,    2.16,   -0.05,   -2.98,   -5.72,   -6.12,   -3.12,    2.23,    7.15
  -69000,   -67050,    8.23,   10.48,   10.74,    9.36,    6.92,    3.45,   -1.41,   -6.75,   -9.82,   -8.60,   -3.29,    3.29
  -68000,   -66050,    5.18,   10.19,   13.59,   14.50,   12.55,    8.00,    1.09,   -6.83,  -12.49,  -13.18,   -8.58,   -1.48
  -67000,   -65050,    1.68,    8.95,   14.86,   17.83,   16.94,   12.49,    4.77,   -5.05,  -13.41,  -16.75,  -13.67,   -6.47
  -66000,   -64050,   -3.25,    5.75,   14.57,   20.53,   21.42,   17.30,    8.86,   -2.49,  -13.05,  -18.83,  -17.73,  -11.60
  -65000,   -63050,   -7.75,    2.32,   13.01,   21.21,   24.02,   21.23,   13.32,    1.29,  -11.27,  -19.79,  -21.08,  -16.16
  -64000,   -62050,  -12.93,   -2.50,   10.09,   21.03,   26.18,   24.79,   17.48,    5.30,   -8.43,  -19.10,  -22.91,  -20.14
  -63000,   -61050,  -16.97,   -6.72,    6.59,   19.15,   26.35,   26.98,   21.31,    9.76,   -4.83,  -17.65,  -23.97,  -23.13
  -62000,   -60050,  -21.04,  -11.63,    2.28,   16.62,   25.93,   28.36,   24.19,   13.77,   -0.69,  -14.75,  -23.40,  -25.12
  -61000,   -59050,  -23.60,  -15.28,   -1.82,   13.07,   23.86,   28.37,   26.38,   17.60,    3.48,  -11.73,  -22.39,  -26.10
  -60000,   -58050,  -25.81,  -19.03,   -6.11,    9.36,   21.43,   27.47,   27.24,   20.38,    7.56,   -7.73,  -19.95,  -26.00
  -59000,   -57050,  -26.50,  -21.22,   -9.60,    5.32,   17.95,   25.55,   27.47,   22.69,   11.08,   -4.28,  -17.65,  -25.20
  -58000,   -56050,  -26.79,  -23.19,  -12.78,    1.66,   14.56,   22.97,   26.31,   23.61,   14.03,   -0.34,  -14.28,  -23.49
  -57000,   -55050,  -25.83,  -23.63,  -14.91,   -1.83,   10.71,   19.90,   24.89,   24.15,   16.15,    2.51,  -11.63,  -21.55
  -56000,   -54050,  -24.63,  -23.80,  -16.46,   -4.52,    7.39,   16.54,   22.27,   23.24,   17.42,    5.46,   -8.28,  -19.01
  -55000,   -53050,  -22.56,  -22.70,  -17.02,   -6.84,    4.03,   13.20,   19.87,   22.28,   17.93,    7.11,   -6.09,  -16.69
  -54000,   -52050,  -20.53,  -21.49,  -16.97,   -8.15,    1.54,    9.96,   16.59,   20.03,   17.54,    8.64,   -3.48,  -14.08
  -53000,   -51050,  -18.00,  -19.36,  -16.16,   -9.12,   -0.83,    7.06,   13.96,   18.15,   16.69,    8.90,   -2.22,  -12.01
  -52000,   -50050,  -15.79,  -17.35,  -14.84,   -9.03,   -2.13,    4.53,   10.76,   15.23,   15.05,    9.03,   -0.69,   -9.89
  -51000,   -49050,  -13.33,  -14.73,  -13.09,   -8.80,   -3.34,    2.50,    8.47,   13.04,   13.29,    8.11,   -0.48,   -8.43
  -50000,   -48050,  -11.40,  -12.48,  -10.99,   -7.56,   -3.41,    0.99,    5.85,   10.05,   10.92,    7.11,   -0.04,   -7.07
  -49000,   -47050,   -9.34,   -9.84,   -8.74,   -6.43,   -3.53,   -0.02,    4.25,    8.01,    8.74,    5.34,   -0.77,   -6.36
  -48000,   -46050,   -7.98,   -7.77,   -6.31,   -4.36,   -2.52,   -0.43,    2.48,    5.37,    6.12,    3.61,   -1.25,   -5.82
  -47000,   -45050,   -6.51,   -5.43,   -3.93,   -2.65,   -1.71,   -0.42,    1.75,    3.80,    3.88,    1.34,   -2.71,   -5.84
  -46000,   -44050,   -5.86,   -3.83,   -1.53,   -0.08,    0.21,    0.24,    0.95,    1.79,    1.39,   -0.79,   -3.89,   -6.08
  -45000,   -43050,   -5.07,   -2.04,    0.67,    1.95,    1.74,    1.21,    1.15,    0.89,   -0.60,   -3.26,   -5.87,   -6.77
  -44000,   -42050,   -5.23,   -1.15,    2.72,    4.71,    4.35,    2.86,    1.38,   -0.29,   -2.67,   -5.45,   -7.53,   -7.71
  -43000,   -41050,   -5.22,   -0.11,    4.46,    6.77,    6.43,    4.69,    2.55,   -0.35,   -4.14,   -7.83,   -9.81,   -9.00
  -42000,   -40050,   -6.25,   -0.15,    5.82,    9.38,    9.46,    7.19,    3.83,   -0.51,   -5.49,   -9.77,  -11.70,  -10.55
  -41000,   -39050,   -7.07,   -0.08,    6.76,   11.12,   11.77,    9.73,    5.97,    0.43,   -6.15,  -11.72,  -14.02,  -12.31
  -40000,   -38050,   -8.96,   -1.26,    7.08,   13.14,   14.84,   12.81,    8.23,    1.42,   -6.43,  -12.99,  -15.78,  -14.25
  -39000,   -37050,  -10.54,   -2.30,    6.90,   14.11,   16.95,   15.72,   11.18,    3.46,   -5.98,  -14.09,  -17.74,  -16.23
  -38000,   -36050,  -13.09,   -4.62,    5.86,   15.01,   19.47,   18.91,   14.15,    5.61,   -4.94,  -14.23,  -18.88,  -18.18
  -37000,   -35050,  -15.12,   -6.69,    4.34,   14.74,   20.79,   21.62,   17.52,    8.62,   -3.18,  -14.08,  -19.99,  -19.92
  -36000,   -34050,  -17.82,   -9.88,    1.89,   14.12,   22.10,   24.22,   20.60,   11.60,   -0.78,  -12.72,  -19.95,  -21.29
  -35000,   -33050,  -19.71,  -12.54,   -0.84,   12.33,   22.03,   25.99,   23.71,   15.12,    2.15,  -11.09,  -19.72,  -22.19
  -34000,   -32050,  -21.81,  -15.92,   -4.30,   10.09,   21.61,   27.18,   26.04,   18.24,    5.53,   -8.20,  -18.10,  -22.35
  -33000,   -31050,  -22.80,  -18.37,   -7.66,    6.95,   19.83,   27.34,   28.01,   21.43,    9.04,   -5.27,  -16.31,  -21.86
  -32000,   -30050,  -23.52,  -20.98,  -11.27,    3.57,   17.62,   26.57,   28.70,   23.64,   12.54,   -1.32,  -13.09,  -20.35
  -31000,   -29050,  -22.94,  -22.26,  -14.26,   -0.21,   14.36,   24.80,   28.80,   25.50,   15.62,    2.18,  -10.01,  -18.25
  -30000,   -28050,  -21.79,  -23.16,  -16.87,   -3.70,   10.94,   22.10,   27.29,   25.83,   18.05,    6.15,   -5.80,  -15.14
  -29000,   -27050,  -19.40,  -22.54,  -18.40,   -7.00,    7.03,   18.75,   25.30,   25.60,   19.59,    9.06,   -2.28,  -11.78
  -28000,   -26050,  -16.48,  -21.23,  -18.99,   -9.35,    3.55,   14.86,   21.79,   23.55,   19.88,   11.74,    1.77,   -7.77
  -27000,   -25050,  -12.73,  -18.53,  -18.33,  -11.02,    0.21,   10.94,   18.25,   21.13,   19.13,   12.86,    4.47,   -4.12
  -26000,   -24050,   -8.89,  -15.26,  -16.46,  -11.20,   -2.01,    7.13,   13.70,   17.08,   16.90,   13.19,    6.99,   -0.47
  -25000,   -23050,   -4.86,  -11.08,  -13.56,  -10.57,   -3.65,    3.94,    9.79,   13.22,   13.91,   11.85,    7.69,    2.17
  -24000,   -22050,   -1.45,   -6.87,   -9.64,   -8.25,   -3.67,    1.55,    5.62,    8.33,    9.71,    9.55,    7.70,    4.10
  -23000,   -21050,    1.49,   -2.47,   -5.28,   -5.41,   -3.03,    0.18,    2.72,    4.37,    5.42,    5.96,    5.85,    4.61
  -22000,   -20050,    3.06,    1.15,   -0.52,   -1.12,   -0.63,    0.08,    0.26,    0.18,    0.59,    1.77,    3.24,    3.96
  -21000,   -19050,    3.80,    4.30,    3.89,    3.00,    2.06,    1.00,   -0.57,   -2.45,   -3.55,   -2.98,   -0.78,    1.93
  -20000,   -18050,    2.72,    5.89,    7.87,    7.97,    6.24,    3.26,   -0.57,   -4.62,   -7.40,   -7.62,   -5.14,   -1.25
  -19000,   -17050,    0.92,    6.69,   10.80,   11.92,    9.99,    6.13,    1.01,   -4.92,   -9.94,  -12.02,  -10.15,   -5.31
  -18000,   -16050,   -2.69,    5.48,   12.55,   15.93,   14.62,    9.99,    3.39,   -4.41,  -11.53,  -15.50,  -14.76,  -10.06
  -17000,   -15050,   -6.46,    3.64,   12.95,   18.25,   18.03,   13.77,    6.90,   -2.18,  -11.58,  -18.15,  -19.25,  -14.91
  -16000,   -14050,  -11.54,   -0.13,   11.79,   19.95,   21.57,   17.88,   10.76,    0.76,  -10.36,  -19.24,  -22.55,  -19.70
  -15000,   -13050,  -16.00,   -3.92,    9.50,   19.69,   23.27,   21.18,   15.06,    4.90,   -7.84,  -19.35,  -25.19,  -23.85
  -14000,   -12050,  -21.01,   -9.09,    5.78,   18.53,   24.53,   24.09,   18.98,    9.22,   -4.20,  -17.63,  -26.07,  -27.19
  -13000,   -11050,  -24.67,  -13.48,    1.60,   15.68,   23.77,   25.67,   22.62,   14.00,    0.13,  -15.21,  -26.18,  -29.41
  -12000,   -10050,  -28.12,  -18.43,   -3.40,   12.12,   22.35,   26.30,   25.12,   18.14,    4.99,  -11.17,  -24.32,  -30.30
  -11000,    -9050,  -29.78,  -21.88,   -8.03,    7.57,   19.25,   25.53,   26.91,   22.02,    9.73,   -7.08,  -21.99,  -29.98
  -10000,    -8050,  -30.71,  -25.12,  -12.66,    2.93,   15.74,   23.66,   27.01,   24.46,   14.18,   -1.95,  -17.91,  -28.18
   -9000,    -7050,  -29.81,  -26.45,  -16.18,   -1.85,   11.25,   20.76,   26.39,   26.22,   17.76,    2.37,  -14.05,  -25.51
   -8000,    -6050,  -28.07,  -27.06,  -18.94,   -5.94,    6.95,   17.07,   23.99,   26.03,   20.25,    6.93,   -9.01,  -21.63
   -7000,    -5050,  -24.86,  -25.78,  -20.22,   -9.45,    2.50,   13.03,   21.29,   25.19,   21.47,    9.94,   -5.01,  -17.53
   -6000,    -4050,  -21.12,  -23.73,  -20.29,  -11.57,   -1.02,    8.84,   17.18,   22.37,   21.14,   12.45,   -0.61,  -12.82
   -5000,    -3050,  -16.58,  -20.21,  -18.94,  -12.77,   -4.04,    5.07,   13.48,   19.41,   19.66,   13.06,    2.07,   -8.68
   -4000,    -2050,  -12.18,  -16.30,  -16.39,  -12.21,   -5.51,    1.87,    9.09,   14.94,   16.69,   12.77,    4.46,   -4.70
   -3000,    -1050,   -7.76,  -11.65,  -12.92,  -10.84,   -6.22,   -0.36,    5.82,   11.07,   13.14,   10.76,    4.82,   -1.93
   -2000,      -50,   -4.26,   -7.35,   -8.70,   -7.80,   -5.09,   -1.45,    2.61,    6.48,    8.64,    7.96,    4.57,    0.04
   -1000,      950,   -1.35,   -3.10,   -4.35,   -4.49,   -3.39,   -1.39,    1.00,    3.21,    4.40,    4.09,    2.52,    0.56
       0,     1950,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00
